# index, s_values, normalised s_values, cumulative energy 
481,0.000948923,2.3502e-05,      0.9999999858
482,0.000938402,2.32414e-05,       0.999999986
483,0.000928829,2.30043e-05,      0.9999999863
484,0.000926178,2.29387e-05,      0.9999999865
485,0.000906857,2.24601e-05,      0.9999999867
486,0.000894096,2.21441e-05,       0.999999987
487,0.000889531,2.2031e-05,      0.9999999872
488,0.000877516,2.17335e-05,      0.9999999874
489,0.00087485,2.16674e-05,      0.9999999876
490,0.000865494,2.14357e-05,      0.9999999878
491,0.000860134,2.13029e-05,       0.999999988
492,0.000856533,2.12138e-05,      0.9999999882
493,0.000855071,2.11775e-05,      0.9999999884
494,0.000848045,2.10035e-05,      0.9999999887
495,0.000838898,2.0777e-05,      0.9999999889
496,0.000836533,2.07184e-05,       0.999999989
497,0.000831444,2.05924e-05,      0.9999999892
498,0.000822891,2.03805e-05,      0.9999999894
499,0.000814165,2.01644e-05,      0.9999999896
500,0.000801592,1.9853e-05,      0.9999999898
501,0.000795498,1.97021e-05,        0.99999999
502,0.000791764,1.96096e-05,      0.9999999902
503,0.00078507,1.94438e-05,      0.9999999903
504,0.000773711,1.91625e-05,      0.9999999905
505,0.000767896,1.90185e-05,      0.9999999907
506,0.000765269,1.89534e-05,      0.9999999908
507,0.00075381,1.86696e-05,       0.999999991
508,0.000749903,1.85729e-05,      0.9999999912
509,0.000747407,1.8511e-05,      0.9999999913
510,0.000735559,1.82176e-05,      0.9999999915
511,0.000729964,1.8079e-05,      0.9999999916
512,0.000727766,1.80246e-05,      0.9999999918
513,0.00072292,1.79046e-05,      0.9999999919
514,0.000714646,1.76996e-05,      0.9999999921
515,0.000710221,1.75901e-05,      0.9999999922
516,0.000708008,1.75352e-05,      0.9999999923
517,0.000702589,1.7401e-05,      0.9999999925
518,0.000693009,1.71638e-05,      0.9999999926
519,0.000681747,1.68848e-05,      0.9999999928
520,0.000676306,1.67501e-05,      0.9999999929
521,0.000671574,1.66329e-05,       0.999999993
522,0.000664179,1.64497e-05,      0.9999999931
523,0.000659053,1.63228e-05,      0.9999999933
524,0.000656849,1.62682e-05,      0.9999999934
525,0.000652999,1.61728e-05,      0.9999999935
526,0.000635014,1.57274e-05,      0.9999999936
527,0.000625452,1.54906e-05,      0.9999999937
528,0.000615599,1.52465e-05,      0.9999999938
529,0.000610656,1.51241e-05,      0.9999999939
530,0.000608914,1.5081e-05,       0.999999994
531,0.000605111,1.49868e-05,      0.9999999941
532,0.000599991,1.486e-05,      0.9999999943
533,0.000591966,1.46612e-05,      0.9999999943
534,0.000582928,1.44374e-05,      0.9999999944
535,0.000577534,1.43038e-05,      0.9999999945
536,0.000568671,1.40843e-05,      0.9999999946
537,0.000566578,1.40324e-05,      0.9999999947
538,0.00056088,1.38913e-05,      0.9999999948
539,0.000557426,1.38058e-05,      0.9999999949
540,0.000556054,1.37718e-05,       0.999999995
541,0.000546439,1.35337e-05,      0.9999999951
542,0.000545784,1.35174e-05,      0.9999999952
543,0.000538992,1.33492e-05,      0.9999999952
544,0.000534277,1.32324e-05,      0.9999999953
545,0.000529097,1.31041e-05,      0.9999999954
546,0.00052624,1.30334e-05,      0.9999999955
547,0.000522827,1.29489e-05,      0.9999999956
548,0.000516642,1.27957e-05,      0.9999999956
549,0.000508792,1.26013e-05,      0.9999999957
550,0.000506666,1.25486e-05,      0.9999999958
551,0.000501938,1.24315e-05,      0.9999999958
552,0.000495996,1.22843e-05,      0.9999999959
553,0.00049452,1.22478e-05,       0.999999996
554,0.000488852,1.21074e-05,      0.9999999961
555,0.000484775,1.20064e-05,      0.9999999961
556,0.000482619,1.1953e-05,      0.9999999962
557,0.000480041,1.18892e-05,      0.9999999963
558,0.000473875,1.17365e-05,      0.9999999963
559,0.00047266,1.17064e-05,      0.9999999964
560,0.000461714,1.14353e-05,      0.9999999964
561,0.000456148,1.12974e-05,      0.9999999965
562,0.000454828,1.12647e-05,      0.9999999966
563,0.000450509,1.11578e-05,      0.9999999966
564,0.000445313,1.10291e-05,      0.9999999967
565,0.000444706,1.1014e-05,      0.9999999967
566,0.000441344,1.09308e-05,      0.9999999968
567,0.000432895,1.07215e-05,      0.9999999968
568,0.000429838,1.06458e-05,      0.9999999969
569,0.000425282,1.0533e-05,      0.9999999969
570,0.000418585,1.03671e-05,       0.999999997
571,0.000416439,1.0314e-05,       0.999999997
572,0.000416053,1.03044e-05,      0.9999999971
573,0.000410619,1.01698e-05,      0.9999999971
574,0.000407784,1.00996e-05,      0.9999999972
575,0.000404574,1.00201e-05,      0.9999999972
576,0.000401219,9.93699e-06,      0.9999999973
577,0.00040075,9.92539e-06,      0.9999999973
578,0.000395408,9.79308e-06,      0.9999999974
579,0.000393814,9.7536e-06,      0.9999999974
580,0.00038842,9.62001e-06,      0.9999999974
581,0.000387445,9.59586e-06,      0.9999999975
582,0.000382969,9.485e-06,      0.9999999975
583,0.000377414,9.34742e-06,      0.9999999976
584,0.000372791,9.23292e-06,      0.9999999976
585,0.000369651,9.15516e-06,      0.9999999976
586,0.00036693,9.08777e-06,      0.9999999977
587,0.000363772,9.00954e-06,      0.9999999977
588,0.000356791,8.83665e-06,      0.9999999978
589,0.00035515,8.796e-06,      0.9999999978
590,0.000353355,8.75154e-06,      0.9999999978
591,0.00035021,8.67365e-06,      0.9999999979
592,0.00034725,8.60033e-06,      0.9999999979
593,0.00034552,8.55749e-06,      0.9999999979
594,0.000338093,8.37354e-06,       0.999999998
595,0.000337062,8.34802e-06,       0.999999998
596,0.000336015,8.32209e-06,       0.999999998
597,0.000335248,8.3031e-06,      0.9999999981
598,0.000331488,8.20996e-06,      0.9999999981
599,0.000326856,8.09524e-06,      0.9999999981
600,0.000324825,8.04494e-06,      0.9999999982
601,0.000321788,7.96973e-06,      0.9999999982
602,0.0003157,7.81895e-06,      0.9999999982
603,0.00031194,7.72583e-06,      0.9999999982
604,0.000310465,7.6893e-06,      0.9999999983
605,0.000308189,7.63291e-06,      0.9999999983
606,0.00030594,7.57721e-06,      0.9999999983
607,0.000303612,7.51956e-06,      0.9999999983
608,0.000301182,7.45938e-06,      0.9999999984
609,0.000297956,7.37947e-06,      0.9999999984
610,0.000296255,7.33735e-06,      0.9999999984
611,0.000293136,7.26011e-06,      0.9999999984
