# index, s_values, normalised s_values, cumulative energy 
560,0.00047266,2.76445e-06,      0.9999999996
561,0.000461705,2.70038e-06,      0.9999999996
562,0.000456146,2.66787e-06,      0.9999999996
563,0.000454811,2.66006e-06,      0.9999999996
564,0.000450507,2.63489e-06,      0.9999999996
565,0.000445312,2.6045e-06,      0.9999999996
566,0.000444704,2.60095e-06,      0.9999999996
567,0.000441341,2.58127e-06,      0.9999999997
568,0.000432893,2.53187e-06,      0.9999999997
569,0.000429829,2.51395e-06,      0.9999999997
570,0.00042528,2.48734e-06,      0.9999999997
571,0.000418583,2.44817e-06,      0.9999999997
572,0.000416434,2.4356e-06,      0.9999999997
573,0.000416051,2.43336e-06,      0.9999999997
574,0.000410619,2.40159e-06,      0.9999999997
575,0.00040778,2.38499e-06,      0.9999999997
576,0.000404574,2.36624e-06,      0.9999999997
577,0.000401219,2.34662e-06,      0.9999999997
578,0.000400743,2.34383e-06,      0.9999999997
579,0.000395405,2.31261e-06,      0.9999999997
580,0.000393813,2.3033e-06,      0.9999999997
581,0.000388397,2.27162e-06,      0.9999999997
582,0.000387445,2.26605e-06,      0.9999999997
583,0.000382969,2.23988e-06,      0.9999999997
584,0.000377413,2.20738e-06,      0.9999999997
585,0.000372791,2.18035e-06,      0.9999999997
586,0.000369646,2.16195e-06,      0.9999999997
587,0.000366927,2.14605e-06,      0.9999999998
588,0.000363763,2.12755e-06,      0.9999999998
589,0.000356791,2.08677e-06,      0.9999999998
590,0.000355145,2.07714e-06,      0.9999999998
591,0.000353348,2.06663e-06,      0.9999999998
592,0.000350209,2.04827e-06,      0.9999999998
593,0.000347236,2.03089e-06,      0.9999999998
594,0.000345507,2.02077e-06,      0.9999999998
595,0.000338085,1.97736e-06,      0.9999999998
596,0.000337054,1.97133e-06,      0.9999999998
597,0.000336015,1.96526e-06,      0.9999999998
598,0.000335247,1.96076e-06,      0.9999999998
599,0.000331484,1.93876e-06,      0.9999999998
600,0.000326856,1.91169e-06,      0.9999999998
601,0.000324823,1.8998e-06,      0.9999999998
602,0.000321788,1.88205e-06,      0.9999999998
603,0.0003157,1.84644e-06,      0.9999999998
